Sr. No.,Structure Name/Gate No,Division,Circle,Zone,Inspection Year,Inspection Type,Issue/Problem,Recommendation,"Rectification/
Action Taken",Condition,Domain,Latitude ,Longitude,Inspection Type Inspection Year
4724,Shahdara Flood Protection Bund RD 0-15+750 ,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.628496,74.311873,Post Flood 2023
4725,T head spur No. 1 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.60925,74.31012,Post Flood 2023
4726,T Head Spur No. 2 at RD 4+300 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.62447,74.30755,Post Flood 2023
4727,T Head Spur No. 3 at RD 6+300 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.62755,74.31331,Post Flood 2023
4728,T Head Spur No. 4 at RD 7+400 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.63152,74.31402,Post Flood 2023
4729,Hocky Spur No. 5 at RD 9+500 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.63725,74.31145,Post Flood 2023
4730,Mahmood Booti Bund RD 0-29+000,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.609287,74.331106,Post Flood 2023
4731,J Head spur at RD 5+060 of Sharkpur Flood Protection Bund ,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.47955,74.13669,Post Flood 2023
4732,T Head Spur no 2 at RD 11+080 of Sharkpur Flood Protection Bund ,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.46753,74.12709,Post Flood 2023
4733,Earthen Spur at RD 16+510 of Sharkpur Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.45371,74.12453,Post Flood 2023
4734,T Head Spur at RD 26+860 of Sharkpur Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.42474,74.11815,Post Flood 2023
4735,J Head Spur no 5 at RD 30+510 of Sharkpur Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.419292,74.104389,Post Flood 2023
4736,J Head Spur Qadirabad ,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.54204,74.20495,Post Flood 2023
4737,Chung J Head Spur at RD 00 to 5+720,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Post Flood,No damages occurred in flood season 2023,-,,Satisfactory,Civil,31.45162,74.16902,Post Flood 2023
4738,Shahdara Flood Protection Bund RD 15750 ,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"o Heavy encroachment on both sides of the bund.
o Existing Mile gauges need painting.
o Carpeted road exists at top of the bund.
o Side slopes seems to be deficient.
o Weed and sarkanda growth was found on slopes.
o RD marks were missing.",Any critical encroachment present on bund/river training structures should be removed.,,Satisfactory,Civil,31.628496,74.311873,Pre Flood 2023
4739,Mahmood Booti Bund RD 0-29000,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,Converted into Lahore Ring Road,-,,Satisfactory,Civil,31.609287,74.331106,Pre Flood 2023
4740,T head spur no 1 at RD 2+300 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"o Top surface was uneven.
o Side slopes were not maintained. 
o Reserve stock of Stone was buried and in un-measurable shape.
o Restacking of Reserve stock of stone is in progress.","Reserve stock of stone should be procured as per sanctioned limit.
Restacking of stone should be done before onset of flood season 2023.
Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.",,Satisfactory,Civil,31.60925,74.31012,Pre Flood 2023
4741,T head spur no 2 at RD 4+300 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,Carpeted road exists on top of the spur.,-,,Satisfactory,Civil,31.62447,74.30755,Pre Flood 2023
4742,T head spur no 3 at RD 6+300 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"oTop of shank was uneven and covered with buried reserve stock stones. 
o Side slopes was found deficient.
o Reserve stock of Stone was buried and in un-measurable shape.
o Existing gauges need painting.
o RD marks need to be fixed.","Restacking of stone should be done before onset of flood season 2023.
Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.",,Satisfactory,Civil,31.62755,74.31331,Pre Flood 2023
4743,T head spur no 4 at RD 7+400 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"o Top of the shank is uneven.
o Rain cuts on side slopes and top surface of spur.
o Side slopes were found disturbed.
o No RD marks was present.",Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.,,Satisfactory,Civil,31.63152,74.31402,Pre Flood 2023
4744,Hockey Spur no 5 at RD 9+500 of Shahdara Flood Protection Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"Rain cuts was observed at top surface and side slopes.
Top surface was uneven.
Side slopes found disturbed.
Reserve stock of Stone was buried and in un-measurable shape.
Weed and heavy sarkanda growth was observed on slopes.
No RD marks was present.
Existing gauge was broken.",Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.,,Satisfactory,Civil,31.63725,74.31145,Pre Flood 2023
4745,Lahore Protection Bund RD.3+000-26+000 (Lahore Ring Road),Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,Converted into Lahore Ring Road,-,,Satisfactory,Civil,31.54705,74.267636,Pre Flood 2023
4746,Tie Bund RD.0-20+000 (Motorway),Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,Converted into Motorway M2,-,,Satisfactory,Civil,31.503211,74.241121,Pre Flood 2023
4747,Sharkpur Flood Protection Bund RD.0-32+060,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"Top is even till RD 5+000 and then uneven throughout the length.
 Side slopes were not maintained.
Ramps were observed at different locations.
Weed growth was found on both side slopes.
Rain cuts/gharas were found at slopes.
RD marks were missing.",Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.,,Satisfactory,Civil,31.47955,74.13669,Pre Flood 2023
4748,J-spur No.1 at RD.5+060 S.F.P.Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood," Top of spur is undulated and seems lower than design level.
Deficient Side slopes was observed.
Reserve stock of Stone was buried and in un-measurable shape.
Sarkanda growth was observed on side slopes.
Rain cuts and gharas was observed.","Restacking of stone should be done before onset of flood season 2023.
Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.",,Satisfactory,Civil,31.47955,74.13669,Pre Flood 2023
4749,T-spur No.2 at RD.11+080 S.F.P.Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"Sarkanda growth was observed on side slopes.
Rain cuts and gharas was found.",Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.,,Satisfactory,Civil,31.46753,74.12709,Pre Flood 2023
4750,Earthen spur No.3 at RD.16+510 S.F.P.Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"Existing length of spur at site in 2900 instead of 4050 ft. No armored head is available.
Side slopes were not maintained.
Reserve stock of Stone was buried and in un-measurable shape.
Sarkanda and weed growth was found on side slopes.
Rain cuts and gharas observed on both sides of slopes.","Restacking of stone should be done before onset of flood season 2023.
Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.",,Satisfactory,Civil,31.45371,74.12453,Pre Flood 2023
4751,T-head spur No.4 at RD.26+860 S.F.P.Bund,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"Side slopes seems to be short.
Sarkanda and weed growth was found on side slopes.
Rain cuts and gharas observed on both sides of slopes.",Repair works like rain cuts gharas unpainted data boards missing RD marks & mile gauges deficient side slopes removal of unauthorized ramps and weeds growth should be completed.,,Satisfactory,Civil,31.42474,74.11815,Pre Flood 2023
4752,J-spur No.1 (Gowshala) at RD.3600 LFFB,Lahore Drainage Division,Drainage Circle Lahore,Lahore,2023,Pre Flood,"Side slopes were not maintained.
Heavy encroachment on both sides of the spur.
Top surface was uneven.",Any critical encroachment present on bund/river training structures should be removed.,,Satisfactory,Civil,31.556816,74.272191,Pre Flood 2023
4753,Shahdra Disty Flood Bund at River Ravi (Reach RD from 0+000 to 65+000),Shahdara Canal Division,UCC Circle,Lahore,2023,Post Flood,No damages occurred in flood season 2023,Weed growth and bushes should be removed from top and side slopes,,Satisfactory,Civil,31.66996,74.32002,Post Flood 2023
4754,J-Head Spur on Shahdra Disty Flood Bund at RD 39+000/L,Shahdara Canal Division,UCC Circle,Lahore,2023,Post Flood,No damages occurred in flood season 2023,Weed growth and bushes should be removed from top and side slopes,,Satisfactory,Civil,31.68765,74.3719,Post Flood 2023
4755,Shahdra Disty Flood Bund at River Ravi (Reach RD from 0+000 to 65+000),Shahdara Canal Division,UCC Circle,Lahore,2023,Pre Flood,Pre Flood not conducted in this division,-,,Satisfactory,Civil,31.66996,74.32002,Pre Flood 2023
4756,J-Head Spur on Shahdra Disty Flood Bund at RD 39+000/L,Shahdara Canal Division,UCC Circle,Lahore,2023,Pre Flood,Pre Flood not conducted in this division,-,,Satisfactory,Civil,31.68765,74.3719,Pre Flood 2023
4757,Left Divide Wall,Marala Barrage Division,UCC Circle,Lahore,2022-2023,Closure,Massive silt deposition alongside wall and broken gauge observed at right side of divide wall. Sealant material found missing.,Remedial measures should be taken to remove the silt deposition and restore gaguge,,Fair,Civil,32.669992,74.46688,Closure 2022-2023
4758,Right Divide Wall,Marala Barrage Division,UCC Circle,Lahore,2022-2023,Closure,Massive silt deposition alongside wall,Remedial measures should be taken to remove the silt deposition.,,Fair,Civil,32.677045,74.461347,Closure 2022-2023
4759,U/S of Barrage,Marala Barrage Division,UCC Circle,Lahore,2022-2023,Closure,Concrete floor not visible due to still water,-,,Fair,Civil,32.671703,74.465369,Closure 2022-2023
4760,D/S of Barrage,Marala Barrage Division,UCC Circle,Lahore,2022-2023,Closure,Concrete floor not visible due to still water,-,,Fair,Civil,32.672984,74.464354,Closure 2022-2023
4761,Fish Ladder,Marala Barrage Division,UCC Circle,Lahore,2022-2023,Closure,Cracks obserbed on the wall and disturbed stairs observed at D/S of barrage,Cracks should be restored and expasnion should be monitored,,Satisfactory,Civil,32.670223,74.46712,Closure 2022-2023
4762,MR Link Canal,Marala Barrage Division,UCC Circle,Lahore,2022-2023,Closure,Stone pitching observed disturbed along right and left sides of MR link canal on D/S side. Sealant material found missing on the joints of deck. , Stone pitching of MR link canal should be recouped. Sealant material should be filled properly. Cracks should be revamped properly.,,Fair,Civil,32.668479,74.4699,Closure 2022-2023
4763,Left Abutment of UCC Canal,Marala Barrage Division,UCC Circle,Lahore,2022-2023,Closure,Damaged stone pitching with left side wing wall of UCC,Cracks should be restored,,Satisfactory,Civil,32.66812,74.469259,Closure 2022-2023
